instance,set,n,pairs,capacity,file,sha256
O_1000_05,O,1000,6000,3000,kpf_soco_instances/O/1000/05_id_120_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_1438.txt,454507cfc494fd46c74c03586704f1733a2e3c73018c1b62ed3e89b44832ab68
O_1000_06,O,1000,6000,3000,kpf_soco_instances/O/1000/06_id_216_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2400.txt,7a274044602733b9ca3a8c43d0909a9ef8662f890f19e8b71b62b04ec3bce630
O_1000_07,O,1000,6000,3000,kpf_soco_instances/O/1000/07_id_217_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2485.txt,f90f18eff335595f6ca134783f11931813ce968f2fbf3b229e352626e8c11f8f
O_1000_08,O,1000,6000,3000,kpf_soco_instances/O/1000/08_id_218_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2694.txt,d3ecb2a410ecba46b2de6880acae104991cc3f5aef3e6254113d9c2e68b2d578
O_1000_09,O,1000,6000,3000,kpf_soco_instances/O/1000/09_id_219_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2520.txt,3f0a5296682c684423aed856f15419312531c9d9f39a9e27c0acf6d542f40dc1
O_1000_10,O,1000,6000,3000,kpf_soco_instances/O/1000/10_id_220_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_1402.txt,d6d63e80deb001aa8d498b6f11ef5b12695e0d1613f1d30fb8e7d93111e12676
LK_500_01,LK,500,3000,2500,kpf_soco_instances/LK/500/01_id_101b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_2097.txt,b0423b36b9b186caa81d759ed5f873fed2efa8842cf7c93b92cfc861515988c0
LK_500_02,LK,500,3000,2500,kpf_soco_instances/LK/500/02_id_102b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_1518.txt,ad7628a40c6af14c7a7fbfb4c48394169096ad4776ffef0889a2503e6cefc1ea
LK_500_03,LK,500,3000,2500,kpf_soco_instances/LK/500/03_id_103b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_1645.txt,145b2ff148bfa16a68393131e8faa4b2f58bdd36c9420750cf1cd340c5b707a5
LK_500_04,LK,500,3000,2500,kpf_soco_instances/LK/500/04_id_104b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_1328.txt,3809bdc6800a47b7c7fde08e2407a6e5bababf05324973a58cded48bd9fda4c6
LK_500_05,LK,500,3000,2500,kpf_soco_instances/LK/500/05_id_105b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_1075.txt,e7a2bde0c0dd4c603a34eed3b8387747cdeed8b8e13c54f9e48a0146dd7696d7
LK_500_06,LK,500,3000,2500,kpf_soco_instances/LK/500/06_id_201b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_1815.txt,1a242c04d21aa035b7898ddf41f2fde6c5f2a73eaa4851914765aced0aa62119
LK_500_07,LK,500,3000,2500,kpf_soco_instances/LK/500/07_id_202b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_2303.txt,b7383e7624a1e682e82b353ab0f23032ced797cb4a198043a5a030f789a17e29
LK_500_08,LK,500,3000,2500,kpf_soco_instances/LK/500/08_id_203b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_2079.txt,8fb807f959342d5663af47ec6fc6ca2a883ff60c46bdc2b5df2ae082008932cd
LK_500_09,LK,500,3000,2500,kpf_soco_instances/LK/500/09_id_204b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_2507.txt,ed9e139ee9e4f4a00a9f2b10d89a4feb88e5e913e348a1feca8693060355b52a
LK_500_10,LK,500,3000,2500,kpf_soco_instances/LK/500/10_id_205b_objs_500_size_1500_sets_3000_maxNumConflicts_2_maxCost_15_seme_2091.txt,85f132bab8ca3f87ee23868d917573cc183d9ce5a298cfa6391897a25de8e7d6
LK_700_01,LK,700,4200,3500,kpf_soco_instances/LK/700/01_id_106b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_1107.txt,381c2b4d0bd9b3ef7b4451fe93b9a253449a492a4b5b6a85a63486f76d839fce
LK_700_02,LK,700,4200,3500,kpf_soco_instances/LK/700/02_id_107b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_2739.txt,4f9c2c4c0cc64042259f1983db298688b87f025fe81852191ef08be372ea021a
LK_700_03,LK,700,4200,3500,kpf_soco_instances/LK/700/03_id_108b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_1260.txt,6626e95d529d165a88f760de60f3d2f74208a1100025f317e25f4b3cb2d28b00
LK_700_04,LK,700,4200,3500,kpf_soco_instances/LK/700/04_id_109b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_2846.txt,c5b477a77799c465f3d1ac5994c309ce3354837fb96258d95c6143cfd0840918
LK_700_05,LK,700,4200,3500,kpf_soco_instances/LK/700/05_id_110b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_1401.txt,0b9000b9720eaf2e49b0506c17a08a4dc69e20a7b8baee236fd3a5f0b0a3f1e6
LK_700_06,LK,700,4200,3500,kpf_soco_instances/LK/700/06_id_206b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_1031.txt,abf0f05b861f65c225e211897d8a49150279011b99fd716e033c9c23d4585d76
LK_700_07,LK,700,4200,3500,kpf_soco_instances/LK/700/07_id_207b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_2702.txt,75c8096104b4d12e36118a6a05d71c7319fef2602fa12d4f1c490b666b49ada5
LK_700_08,LK,700,4200,3500,kpf_soco_instances/LK/700/08_id_208b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_2385.txt,664b7e7539e734182fb454bb12835101f599fbdabe246c18beb22454cda2e083
LK_700_09,LK,700,4200,3500,kpf_soco_instances/LK/700/09_id_209b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_2586.txt,9f29bf790ed09c247858c22dc01cf6cff1983d50dbae6ec0269398e17ba80cbf
LK_700_10,LK,700,4200,3500,kpf_soco_instances/LK/700/10_id_210b_objs_700_size_2100_sets_4200_maxNumConflicts_2_maxCost_15_seme_1238.txt,d4bf345dee5c1ecd95f67ed3b6be9b210cbfba4561a69b50d069e6fd60c6a594
LK_800_01,LK,800,4800,4000,kpf_soco_instances/LK/800/01_id_111b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_1719.txt,06731670cdf4e8c4048d3a620bf9b2faad62aa31dc675bc7c266c3662be72274
LK_800_02,LK,800,4800,4000,kpf_soco_instances/LK/800/02_id_112b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_1579.txt,d6e93858a70f720e51dd5b4e2f5a16887ebf1a441e0565671b0f2699b5fa64a9
LK_800_03,LK,800,4800,4000,kpf_soco_instances/LK/800/03_id_113b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_1643.txt,5f347b83d22d9155902966657d3fa89c0187fb100ef28be4c487d88c89de73db
LK_800_04,LK,800,4800,4000,kpf_soco_instances/LK/800/04_id_114b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_1841.txt,8442f9846ce961e1a9fb13f889db7f0408c5cdda452041fb96e055699d29716d
LK_800_05,LK,800,4800,4000,kpf_soco_instances/LK/800/05_id_115b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_1084.txt,8a98fcc912e6cbe4157f1d1f352e22addff03ef3bc088f96fb8ee1b30516e07b
LK_800_06,LK,800,4800,4000,kpf_soco_instances/LK/800/06_id_211b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_2356.txt,bec74eb8eff2a8e502403c65ba62cccf432a3cd34088e29e0c199a8622701ee0
LK_800_07,LK,800,4800,4000,kpf_soco_instances/LK/800/07_id_212b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_1857.txt,fee2fce6663760506936460ac5ff6a451ffc712930d98bdc0ba8cc6de0b7abf1
LK_800_08,LK,800,4800,4000,kpf_soco_instances/LK/800/08_id_213b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_2925.txt,7ccc0afbe78e693d8cffc968ea0d69aec548fafe6ae580ea91ec6178370f0639
LK_800_09,LK,800,4800,4000,kpf_soco_instances/LK/800/09_id_214b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_2522.txt,100e92c0eef97a7e240a5c82d4f6a338a0788f139c1d3806e0720a6c7b192562
LK_800_10,LK,800,4800,4000,kpf_soco_instances/LK/800/10_id_215b_objs_800_size_2400_sets_4800_maxNumConflicts_2_maxCost_15_seme_2238.txt,1898d535e6ca2fe81c27efb83e6ee8306c4b475255fe48493e9c5d4d92313ed3
LK_1000_01,LK,1000,6000,5000,kpf_soco_instances/LK/1000/01_id_116b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2558.txt,6fa238ecaf1e3e6dd9f20518c30f3175cd5e404a0f801c03890bbbcff8c8d254
LK_1000_02,LK,1000,6000,5000,kpf_soco_instances/LK/1000/02_id_117b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2513.txt,24301b9a1c6ad9e286ea83e89b9537cb2ffe92c834f1f0943148c033c492b9f7
LK_1000_03,LK,1000,6000,5000,kpf_soco_instances/LK/1000/03_id_118b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2170.txt,5fec50d825f1ce190b8ab132be42804f99e66911e799c5f8508083d05af92942
LK_1000_04,LK,1000,6000,5000,kpf_soco_instances/LK/1000/04_id_119b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2994.txt,8c332192dc6ad9ab6092df7544e133cedeae454a87cb159a20f9623dad12d18f
LK_1000_05,LK,1000,6000,5000,kpf_soco_instances/LK/1000/05_id_120b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_1438.txt,153149319fd1fb2f5b83dc86343f724ccfce7d97a12d57bab115b5510fb38482
LK_1000_06,LK,1000,6000,5000,kpf_soco_instances/LK/1000/06_id_216b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2400.txt,a9f45214e0e94534bb6a4e32f5695a9d555f666f2d4b0b3c634379420c4da2c8
LK_1000_07,LK,1000,6000,5000,kpf_soco_instances/LK/1000/07_id_217b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2485.txt,32f82f6e2bbe43033a7d366c2c6aac9eefc3cf431c4f13e3b94be3e05d3ad087
LK_1000_08,LK,1000,6000,5000,kpf_soco_instances/LK/1000/08_id_218b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2694.txt,b30e25e252cf5234dc13474f66e0c17b9ee8f86dcc95ce7830c257fcefbcf164
LK_1000_09,LK,1000,6000,5000,kpf_soco_instances/LK/1000/09_id_219b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_2520.txt,2049d90e245f6c2609f3b242ed2599a04c1089c6ef9f6496ea408a29132dc87f
LK_1000_10,LK,1000,6000,5000,kpf_soco_instances/LK/1000/10_id_220b_objs_1000_size_3000_sets_6000_maxNumConflicts_2_maxCost_15_seme_1402.txt,790731405f09ce4457cb37e0bc1d57ada566d4f3ac30890eaaeb55497fb5b57a
MF_500_01,MF,500,4000,1500,kpf_soco_instances/MF/500/01_id_1101_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_2097.txt,b524286e5b9b6bf4ca5e47dc15ec39bb7e44d2a5d1d25e834805255bfa1beff5
MF_500_02,MF,500,4000,1500,kpf_soco_instances/MF/500/02_id_1102_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_1518.txt,7df60348cbf977e7c83aa5e347114323ed017cefda6fe20adee0e22c6d65e2c6
MF_500_03,MF,500,4000,1500,kpf_soco_instances/MF/500/03_id_1103_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_1645.txt,60f8afd6d03bfe87b1090edf74812e1811f1dc1eac39e7715367f99c7c7cd934
MF_500_04,MF,500,4000,1500,kpf_soco_instances/MF/500/04_id_1104_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_1328.txt,b2299ce6cbf960a5e8c037b24e0ee3ff50a31e467327bb124d6797ec6790568a
MF_500_05,MF,500,4000,1500,kpf_soco_instances/MF/500/05_id_1105_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_1075.txt,bd34ffdc990f53168eb2ed5ec111e107f9d1edad7ccf9e07a6c4bcf76a62e880
MF_500_06,MF,500,4000,1500,kpf_soco_instances/MF/500/06_id_1201_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_1815.txt,227b5225ec09378994b126554dbd55ac94ea4e1441b1af946d6fdcedb82beb78
MF_500_07,MF,500,4000,1500,kpf_soco_instances/MF/500/07_id_1202_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_2303.txt,3c88d09c7597e931a717d848a5912ec96b80fdc9fdbd4aa021ddb95060fddadf
MF_500_08,MF,500,4000,1500,kpf_soco_instances/MF/500/08_id_1203_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_2079.txt,115f7af599d7a5674ba1a74b93f1c97090c5053bac68a1f14519794c7c16b063
MF_500_09,MF,500,4000,1500,kpf_soco_instances/MF/500/09_id_1204_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_2507.txt,2b8ebbe65b480352193e61da75b6e2ccb5573191f3c194cb43ee9a146d6447a7
MF_500_10,MF,500,4000,1500,kpf_soco_instances/MF/500/10_id_1205_objs_500_size_1500_sets_4000_maxNumConflicts_2_maxCost_15_seme_2091.txt,dc134efe0af1fc203a5d096656a2c38f814e2be0d4f51a587576ff668daa0a95
MF_700_01,MF,700,5600,2100,kpf_soco_instances/MF/700/01_id_1106_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_1107.txt,fa1f2ae448da0b970b747fee90dbe5e02cffe3dfa05ea91434c2980a4a4270fa
MF_700_02,MF,700,5600,2100,kpf_soco_instances/MF/700/02_id_1107_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_2739.txt,c226d38e1998349624367408e2ad7ee545b8a00515a8517582b152f0afd3d343
MF_700_03,MF,700,5600,2100,kpf_soco_instances/MF/700/03_id_1108_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_1260.txt,26d9617e3c5d8589de30956725207089ca6dca6bdc31a4f8b17fe23f9583f7e9
MF_700_04,MF,700,5600,2100,kpf_soco_instances/MF/700/04_id_1109_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_2846.txt,21afc724a943fb4f7618d46b4add8834ad6a0d071e73143f7e654122888a4f28
MF_700_05,MF,700,5600,2100,kpf_soco_instances/MF/700/05_id_1110_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_1401.txt,e4767b6dd85faa4f53ba3e6dc7eec93dea7ff8367eea2e95abf9c7adb7f3fbb7
MF_700_06,MF,700,5600,2100,kpf_soco_instances/MF/700/06_id_1206_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_1031.txt,7205b39b7c369b1c419837e08f6cb917fa97de608fb1a8af96f51af6217ad703
MF_700_07,MF,700,5600,2100,kpf_soco_instances/MF/700/07_id_1207_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_2702.txt,969445b60061f6448d1c9feac7bd2e79c67156e82c4976db44a3e057af6c2a3b
MF_700_08,MF,700,5600,2100,kpf_soco_instances/MF/700/08_id_1208_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_2385.txt,b328de45052f8d360dfd4ddc99639c45c9a40efe92c7bd9e2f0d230c51e08276
MF_700_09,MF,700,5600,2100,kpf_soco_instances/MF/700/09_id_1209_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_2586.txt,4380a5c8e5c3d9e3de209cdadfd3ee41c65e73c482f7c44cc9ea2549f52834ee
MF_700_10,MF,700,5600,2100,kpf_soco_instances/MF/700/10_id_1210_objs_700_size_2100_sets_5600_maxNumConflicts_2_maxCost_15_seme_1238.txt,e191316f356616c74f393ecd254a9f0af936288b6adb46392e3a1775e5d79c93
MF_800_01,MF,800,6400,2400,kpf_soco_instances/MF/800/01_id_1111_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_1719.txt,ca3abe5034290707e8c81ace13d2947174b8da221ab435f31586ca2d8f4201ee
MF_800_02,MF,800,6400,2400,kpf_soco_instances/MF/800/02_id_1112_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_1579.txt,1931bf37fe9c06fc19ab450460e9aa96a754ca21bfb42451819db94c066b6b5b
MF_800_03,MF,800,6400,2400,kpf_soco_instances/MF/800/03_id_1113_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_1643.txt,5d65fe18821f638f29e0163a645609f4347b41e6c426a3a7c0f97f421c9a6245
MF_800_04,MF,800,6400,2400,kpf_soco_instances/MF/800/04_id_1114_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_1841.txt,03bd947704361ca44928aa51a3f1f76eaad733b333d3d8d8ffc4f47ed8f7e2b5
MF_800_05,MF,800,6400,2400,kpf_soco_instances/MF/800/05_id_1115_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_1084.txt,161f00c2d19251504dcec2cc4c8b810847b1604ab44cd245100e79ae9eb79f8d
MF_800_06,MF,800,6400,2400,kpf_soco_instances/MF/800/06_id_1211_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_2356.txt,a6e28df4880871c21b6d92442ae916ef4f016d1bb5a45005df5727117d64d9d1
MF_800_07,MF,800,6400,2400,kpf_soco_instances/MF/800/07_id_1212_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_1857.txt,d4777f9dc3b1d48cccd4d77ba2263291f7480982af9406f36d8bd21ff878a6c7
MF_800_08,MF,800,6400,2400,kpf_soco_instances/MF/800/08_id_1213_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_2925.txt,1086f317f22af8637a6df02fa9ea94bd3b2b4e764254e5f878420b662f4a8e2e
MF_800_09,MF,800,6400,2400,kpf_soco_instances/MF/800/09_id_1214_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_2522.txt,6fc3f9336d0abc635b6861832949ec51352750827b7105ab2275cb7270227e32
MF_800_10,MF,800,6400,2400,kpf_soco_instances/MF/800/10_id_1215_objs_800_size_2400_sets_6400_maxNumConflicts_2_maxCost_15_seme_2238.txt,30892d482c07d6ffc4908601be9149a2ecd60d92121b675deb1eb61c2cd97e61
MF_1000_01,MF,1000,8000,3000,kpf_soco_instances/MF/1000/01_id_1116_objs_1000_size_3000_sets_8000_maxNumConflicts_2_maxCost_15_seme_2558.txt,5c46989ad2edae065c01b76f1ebcd5d2fe9a363a8237d310be03ac2399db2133
